,ISBN,genres
195,3498020862,"Fiction, Contemporary, Novels, Literary Fiction, Literature, American, Family"
196,3499110695,"Short Stories, Fiction, Classics, Literature, American, 20th Century, Literary Fiction"
197,3499151502,"Fiction, Classics, Short Stories, Literature, American, Novels, Literary Fiction"
198,3518111000,"Classics, Fiction, Literature, Novels, Ireland, Irish Literature, 20th Century"
199,3548254268,"Fiction, Chick Lit, Contemporary, Novels, British Literature, Roman, Womens Fiction"
200,3570300099,"Fiction, Young Adult, Humor, Comedy, Childrens, British Literature, Contemporary"
201,3596292646,"Fiction, Short Stories, Czech Literature, Literature, Classics, Novels, Romance"
202,0060977493,"Fiction, India, Historical Fiction, Contemporary, Classics, Literary Fiction, Indian Literature"
203,0312872682,[]
204,0316602906,"Mystery, Fiction, Thriller, Crime, Suspense, Mystery Thriller, Detective"
205,0316693006,"Mystery, Fiction, Thriller, Crime, Mystery Thriller, Suspense, Audiobook"
206,0345311396,"Mystery, Fiction, Thriller, Legal Thriller, Crime, Suspense, Mystery Thriller"
207,0345378490,"Fiction, Science Fiction, Thriller, Adventure, Horror, Mystery, Suspense"
208,0345404793,"Fiction, Mystery, Thriller, Politics, Crime, Legal Thriller, Suspense"
209,0345433173,"Fiction, Chick Lit, Humor, Contemporary, Womens Fiction, Adult Fiction, Romance"
210,0375400117,"Fiction, Historical Fiction, Romance, Historical, Classics, Japan, Adult"
211,0375705856,"Fiction, Literary Fiction, Contemporary, Novels, Literature, Adult Fiction, Book Club"
212,0380717018,"Mystery, Crime, Fiction, Thriller, Mystery Thriller, Suspense, Murder Mystery"
213,0380718332,"Mystery, Crime, Fiction, Thriller, Mystery Thriller, Suspense, Murder Mystery"
214,0380754509,[]
215,038076654X,"Romance, Historical Romance, Historical, Historical Fiction, Fiction, Westerns, Adult"
216,0380807866,"Romance, Historical Romance, Historical, Fiction, Historical Fiction, Regency, Adult"
217,0385316895,"Fiction, Historical Fiction, Romance, Novels, Chick Lit, World War II, Historical"
218,0385497466,"Fiction, Thriller, Mystery, Legal Thriller, Suspense, Crime, Mystery Thriller"
219,0385508042,"Fiction, Thriller, Mystery, Legal Thriller, Suspense, Crime, Mystery Thriller"
220,0385509456,"Fiction, Mystery, Young Adult, Contemporary, Classics, Novels, Autistic Spectrum Disorder"
221,0385511612,"Fiction, Sports, Football, Mystery, Thriller, Contemporary, Adult Fiction"
222,0385730586,"Young Adult, Fiction, Chick Lit, Contemporary, Romance, Teen, Realistic Fiction"
223,0425164403,"Romance, Fiction, Indonesian Literature, Novels, Adult Fiction, Love, Chick Lit"
224,0440234964,"Fiction, Romance, Suspense, Mystery, Thriller, Romantic Suspense"
225,0446605484,"Mystery, Fiction, Thriller, Crime, Suspense, Mystery Thriller, Detective"
226,0446610399,"Romance, Fiction, Chick Lit, Contemporary, Adult, Adult Fiction, Contemporary Romance"
227,0449006522,"Horror, Fiction, Thriller, Mystery, Suspense, Adult, Mystery Thriller"
228,0449911004,"Fiction, Chick Lit, Humor, Adult Fiction, Contemporary, Book Club, Womens Fiction"
229,0451162072,"Horror, Fiction, Thriller, Fantasy, Audiobook, Paranormal, Adult"
230,0451186648,"Mystery, Fiction, Mystery Thriller, Suspense, Adult, Thriller, Historical Fiction"
231,0452282152,"Historical Fiction, Fiction, Historical, Classics, Art, Romance, Adult"
232,051513290X,"Mystery, Thriller, Psychological Thriller"
233,0553580388,"Fiction, Thriller, Medical, Mystery, Suspense, Crime, Mystery Thriller"
234,0590598848,[]
235,0590629719,"Sports, Childrens, Picture Books, Dogs, Animals, Fiction, Classics"
236,0671023616,"Mystery, Crime, Fiction, Thriller, Mystery Thriller, Suspense, Murder Mystery"
237,0671027387,"Fiction, Thriller, Mystery, Suspense, Mystery Thriller, Adventure, Crime"
238,0684848783,"Nonfiction, Memoir, Biography, Autobiography, Ireland, Biography Memoir, Irish Literature"
239,0743486226,"Fiction, Mystery, Thriller, Mystery Thriller, Suspense, Adventure, Crime"
240,0786863986,"Nonfiction, Memoir, Biography, Ireland, Autobiography, Biography Memoir, Humor"
241,0803251718,"History, Nonfiction, Biography, Native Americans, Native American History, Biography Memoir, American History"
242,0804117934,"Mystery, Historical Fiction, Historical Mystery, Fiction, Historical, Victorian, Crime"
243,140003180X,"Mystery, Fiction, Africa, Crime, Botswana, Cozy Mystery, Detective"
244,155874262X,"Nonfiction, Self Help, Inspirational, Short Stories, Personal Development, Psychology, Spirituality"
245,0060987103,"Fantasy, Fiction, Adult, Retellings, Science Fiction Fantasy, Adult Fiction, Witches"
246,0151008116,"Fiction, Fantasy, Classics, Adventure, Contemporary, Magical Realism, Novels"
247,0375704965,"Mystery, Fiction, Crime, Thriller, Mystery Thriller, British Literature, Suspense"
248,0525947647,"Politics, Nonfiction, Humor, Comedy, History, Audiobook, Political Science"
249,0804111359,"Fiction, Mystery, Contemporary, Classics, Thriller, Literary Fiction, Mystery Thriller"
250,1558744150,"Nonfiction, Inspirational, Self Help, Short Stories, Spirituality, Womens, Christian"
251,0435272683,[]
252,0316782505,"Fiction, Historical Fiction, Mystery, Contemporary, Historical, Chick Lit, Adult Fiction"
253,006102063X,"Fantasy, Fiction, Humor, Comedy, Science Fiction Fantasy, Audiobook, Magic"
254,0060013117,"Fantasy, Fiction, Humor, Comedy, Time Travel, Science Fiction Fantasy, Audiobook"
255,0060199563,"Fantasy, Fiction, Humor, Comedy, Science Fiction Fantasy, Audiobook, Time Travel"
256,006052779X,"Classics, Childrens, Fiction, Fantasy, Young Adult, Animals, Middle Grade"
257,0060563079,"Classics, Fantasy, Fiction, Childrens, Adventure, Young Adult, Middle Grade"
258,0060809027,"Horses, Classics, Fiction, Animals, Young Adult, Childrens, Middle Grade"
259,0061040967,"Fantasy, Fiction, Humor, Comedy, Graphic Novels, Science Fiction Fantasy, Magic"
260,0061050474,"Fantasy, Fiction, Humor, Comedy, Science Fiction Fantasy, Audiobook, Novels"
261,0061052515,"Fantasy, Fiction, Humor, Comedy, Science Fiction Fantasy, Witches, Audiobook"
262,0061052523,"Fantasy, Fiction, Humor, Comedy, Science Fiction Fantasy, Audiobook, Magic"
263,0064472264,"Young Adult, Fiction, Humor, Chick Lit, Romance, Contemporary, Teen"
264,0140620664,"Classics, Fiction, Romance, Historical Fiction, Literature, Historical, 19th Century"
265,0312148267,"Classics, Fiction, Childrens, Fantasy, Animals, Young Adult, Adventure"
266,0312156960,"Historical Fiction, Fantasy, Fiction, Historical, Arthurian, Mythology, Medieval"
267,0312890044,"Fantasy, Urban Fantasy, Fiction, Science Fiction Fantasy, Canada, Adult, Young Adult"
268,034543191X,"Fantasy, Classics, Fiction, Fairy Tales, High Fantasy, Science Fiction Fantasy, Romance"
269,0373836023,"Romance, Historical Fiction, Historical Romance, Historical, Fiction, Regency, Regency Romance"
270,0375751513,"Classics, Fiction, Horror, Fantasy, Gothic, Literature, Novels"
271,0375801677,"Childrens, Fiction, Science Fiction, Fantasy, Classics, Novels, Middle Grade"
272,0375814248,"Childrens, Fantasy, Fiction, Classics, Young Adult, Middle Grade, Adventure"
273,0375823352,"Fantasy, Young Adult, Fiction, Childrens, Adventure, Science Fiction, Audiobook"
274,037582345X,"Fantasy, Young Adult, Fiction, Childrens, Adventure, Science Fiction, Middle Grade"
275,0375823468,"Fantasy, Young Adult, Fiction, Childrens, Adventure, Science Fiction, Audiobook"
276,0380730448,"Fiction, Humor, Young Adult, British Literature, Comedy, Childrens, Coming Of Age"
277,0380973839,"Science Fiction, Fiction, Classics, Short Stories, Fantasy, Science Fiction Fantasy, Audiobook"
278,0385327773,"Fantasy, Young Adult, Mythology, Fiction, Historical Fiction, Teen, Fairy Tales"
279,0394586239,"Fiction, Historical Fiction, Romance, Classics, Mystery, Historical, Literary Fiction"
280,0439510112,"Young Adult, Fiction, Romance, Contemporary, Realistic Fiction, India, Coming Of Age"
281,0440241413,"Chick Lit, Fiction, Romance, Contemporary, Humor, Adult, Adult Fiction"
282,0451409256,"Chick Lit, Fiction, Romance, Contemporary, Contemporary Romance, Adult, Novels"
283,0451523415,"Classics, Fiction, Historical Fiction, Young Adult, Romance, Historical, Literature"
284,0451526279,[]
285,0451526341,"Classics, Fiction, Dystopia, Fantasy, Politics, Literature, School"
286,0486415864,[]
287,0553280589,"Fiction, Magical Realism, Historical Fiction, Classics, Spanish Literature, Romance, Latin American"
288,0571197639,"Fiction, Historical Fiction, Africa, Classics, Historical, Literary Fiction, Literature"
289,0670035262,"Fantasy, Short Stories, Anthologies, Fiction, Mythology, Young Adult, Fairy Tales"
290,0679423079,"Classics, Fiction, Literature, 19th Century, Historical Fiction, Victorian, British Literature"
291,0679751343,"Fiction, Historical Fiction, Short Stories, Historical, Literary Fiction, Novels, Contemporary"
292,0684833395,"Classics, Fiction, Historical Fiction, War, Humor, Literature, Novels"
293,0743245024,"Classics, Fiction, Historical Fiction, British Literature, Literature, Romance, Historical"
294,0749748001,"Fantasy, Childrens, Classics, Fiction, Adventure, Middle Grade, Magic"
295,0749748028,"Fantasy, Childrens, Classics, Fiction, Adventure, Magic, Young Adult"
296,0963094424,"Fantasy, Short Stories, Fiction, Poetry, Horror, Anthologies, Urban Fantasy"
297,1401201172,"Comics, Graphic Novels, Fantasy, Fiction, Steampunk, Science Fiction, Graphic Novels Comics"
298,1563892278,"Graphic Novels, Comics, Fantasy, Fiction, Horror, Graphic Novels Comics, Comic Book"
299,1563898586,"Graphic Novels, Comics, Fantasy, Fiction, Steampunk, Graphic Novels Comics, Science Fiction"
300,156971620X,"Graphic Novels, Comics, Fantasy, Fiction, Graphic Novels Comics, Short Stories, Horror"
301,1592571301,Nonfiction
302,0374270325,"Fiction, Literature, Novels, Philosophy, Contemporary, Literary Fiction, Classics"
303,0375719180,"Fiction, Coming Of Age, Contemporary, Novels, Book Club, Literary Fiction, Historical Fiction"
304,0440235502,"Nonfiction, Memoir, Biography, Science, History, Biography Memoir, Space"
305,044023722X,"Fiction, Mystery, Historical Fiction, Thriller, Suspense, Novels, Historical"
306,1573225487,"Fiction, Jewish, Judaism, Religion, Coming Of Age, Historical Fiction, Novels"
307,1853260673,"Classics, Fiction, Romance, Historical Fiction, 19th Century, Literature, Victorian"
308,0060977477,"Nonfiction, History, Adventure, Biography, Survival, Nature, Historical"
309,0345391691,"Religion, History, Nonfiction, Philosophy, Theology, Spirituality, Christianity"
310,0520011171,"Poetry, Classics, LGBT, Queer, Mythology, History, Greece"
311,0553278746,"Science Fiction, Fiction, Post Apocalyptic, Dystopia, Apocalyptic, Fantasy, Science Fiction Fantasy"
312,0670856045,"Fiction, Contemporary, Book Club, School, Literary Fiction, Novels, Literature"
313,0872200760,"Philosophy, Classics, Nonfiction, School, Ancient, History, Ancient History"
314,0937858994,"Parenting, Nonfiction, Health, Childrens, Banned Books, Science, Self Help"
315,0671649949,"Fiction, LGBT, Gay, Gay Fiction, Queer, Humor, Contemporary"
316,0590431110,"Historical Fiction, Fiction, Childrens, Historical"
317,0064470113,"Realistic Fiction, Teen"
318,0553571486,"Young Adult, Fiction, Romance, Teen, Contemporary, Christian Fiction, Christian"
319,0972044205,[]
320,0312963009,"Fiction, Science Fiction, Thriller, Adventure, Horror, Fantasy, Anthropology"
321,0345430476,"Horror, Fiction, Thriller"
322,0345435869,"Fantasy, Fiction, High Fantasy, Epic Fantasy, Science Fiction Fantasy, Reference, Magic"
323,0380728729,"Nonfiction, Humor, Parenting, Comedy, Biography, Memoir, Biography Memoir"
324,038081840X,"Fantasy, Anthologies, Short Stories, Fiction, Dragons, Urban Fantasy"
325,0449912302,"Humor, Nonfiction, Comedy, Computers, Essays, Technology, Audiobook"
326,055329198X,"Horror, Fantasy, Werewolves"
327,0671018930,"Fantasy, Fiction, Christian Fiction"
328,0812541642,"Horror, Thriller, Science Fiction, Fiction, Mystery Thriller, Fantasy, Science Fiction Fantasy"
329,0312988699,"Mystery, Fiction, Suspense, Crime, Mystery Thriller"
330,0486282112,"Classics, Fiction, Horror, Science Fiction, Gothic, Fantasy, School"
331,8483007010,[]
332,0670815373,"Science Fiction, Young Adult, Childrens, Science Fiction Fantasy"
333,0385313748,"Mystery, Fiction, Crime, Historical Fiction, Mystery Thriller, Historical, Action"
334,1575843366,Childrens
335,0684193957,"Mystery, Crime, Fiction, Thriller, Mystery Thriller, Suspense, Murder Mystery"
336,0345371984,"Nonfiction, Science, Travel, Nature, Humor, Animals, Environment"
337,0380730138,"Fiction, Contemporary, Historical Fiction, Adult Fiction, Family, Literary Fiction, Adult"
338,1573228737,"Historical Fiction, Fiction, LGBT, Historical, Gothic, Queer, Mystery"
